"Environment Canada"
"Monthly Values for June - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"FORT SMITH CLIMATE","60.026","-111.929","NT","16.7","0",NA,"31.4","0","1.9","0","",,NA,"57.8","0",NA,"","6","",,NA,"65.3","26.5","2202202"
"HANBURY RIVER","63.600","-105.133","NT","10.1","0",NA,"27.1","0","0.0","0","",,NA,"36.0","2",NA,"","6","",,NA,"236.9","1.0","2202351"
"HAY RIVER A","60.840","-115.783","NT","14.7","2",NA,"31.6","1","2.2","1","0.0","0",NA,"42.8","1",NA,"0.0","6","",,NA,"105.1","12.2","2202401"
"HAY RIVER CLIMATE","60.839","-115.777","NT","15.0","0",NA,"32.4","0","3.4","0","",,NA,"38.3","0",NA,"","6","",,NA,"107.3","15.8","2202402"
"INNER WHALEBACKS","61.920","-113.726","NT","9.8","1",NA,"22.1","1","2.7","0","",,NA,"13.4","1",NA,"","3","",,NA,"239.1","0.0","2202560"
"INUVIK CLIMATE","68.317","-133.517","NT","11.0","0",NA,"28.4","0","-1.4","0","",,NA,"22.2","0",NA,"","6","",,NA,"216.4","6.6","2202578"
"LAC LA MARTRE","63.134","-117.245","NT","15.5","0",NA,"30.1","0","0.4","0","",,NA,"",,NA,"","","",,NA,"94.2","18.9","2202678"
"NORMAN WELLS A","65.281","-126.799","NT","14.9","0",NA,"30.9","0","-1.6","0","0.0","0",NA,"46.8","0",NA,"","11","",,NA,"109.4","16.0","2202801"
"NORMAN WELLS CLIMATE","65.288","-126.753","NT","14.9","0",NA,"31.6","0","-2.2","0","",,NA,"39.2","0",NA,"","9","",,NA,"111.8","17.5","2202810"
"PAULATUK","69.358","-124.083","NT","7.3","0",NA,"27.5","0","-1.3","0","",,NA,"24.9","0",NA,"","7","",,NA,"320.1","0.0","2203058"
"RABBIT KETTLE","61.963","-127.209","NT","15.5","2",NA,"30.3","1","1.4","1","",,NA,"",,NA,"","","",,NA,"72.3","1.4","2203342"
"TUKTOYAKTUK","69.433","-133.017","NT","8.0","0",NA,"23.0","0","-2.7","0","",,NA,"",,NA,"","","",,NA,"299.6","0.0","2203914"
"YELLOWKNIFE A","62.463","-114.440","NT","15.4","0",NA,"28.4","0","2.9","0","0.0","0",NA,"30.6","0",NA,"","4","",,NA,"89.7","10.9","2204101"
"YELLOWKNIFE-HENDERSON","62.450","-114.383","NT","14.9","0",NA,"27.5","0","2.0","0","0.0","0",NA,"22.2","0",NA,"0.0","4","","",NA,"98.6","6.1","2204110"
"YOHIN","61.242","-123.742","NT","15.4","20",NA,"29.5","20","3.8","17","",,NA,"",,NA,"","","",,NA,"26.3","0.2","2204300"
"LIVERPOOL BAY","69.604","-130.911","NT","6.4","2",NA,"21.2","1","-3.1","1","",,NA,"",,NA,"","","",,NA,"324.1","0.0","220B68C"
"LITTLE CHICAGO","67.179","-130.228","NT","14.5","1",NA,"30.1","1","0.9","0","",,NA,"",,NA,"","","",,NA,"117.2","15.5","220B6Q3"
"LUTSELK'E CS","62.416","-110.690","NT","13.1","0",NA,"27.9","0","-0.5","0","",,NA,"",,NA,"","","",,NA,"150.8","5.0","220L002"
"LINDBURG LANDING","61.125","-122.851","NT","16.7","1",NA,"32.5","1","0.9","0","",,NA,"52.0","2",NA,"","7","",,NA,"53.9","16.8","220N003"
"LOWER CARP LAKE","63.603","-113.863","NT","14.6","4",NA,"29.8","2","2.0","2","",,NA,"",,NA,"","","",,NA,"105.1","15.7","220N004"
"TRAIL VALLEY","68.746","-133.502","NT","10.1","2",NA,"27.9","2","-2.8","0","",,NA,"10.1","3",NA,"","4","",,NA,"223.5","1.1","220N005"
"ARVIAT A","61.094","-94.072","NU","1.5","16",NA,"11.3","16","-4.1","15","",,NA,"17.4","17",NA,"","5","",,NA,"231.0","0.0","2300427"
"BAKER LAKE CLIMATE","64.317","-96.000","NU","6.7","0",NA,"21.8","0","-2.1","0","",,NA,"38.0","0",NA,"","9","",,NA,"338.0","0.0","2300501"
"BAKER LAKE A","64.299","-96.078","NU","6.3","0",NA,"25.9","0","-3.4","0","0.3","2",NA,"27.8","2",NA,"","6","",,NA,"352.4","0.0","2300503"
"BATHURST INLET","66.838","-108.015","NU","9.7","1",NA,"26.5","1","1.0","0","",,NA,"51.2","2",NA,"","11","",,NA,"244.2","2.9","2300551"
"KUGLUKTUK A","67.817","-115.144","NU","7.2","0",NA,"23.8","0","-1.1","0","0.0","0",NA,"37.7","0",NA,"","8","",,NA,"323.5","0.0","2300903"
"KUGLUKTUK CLIMATE","67.817","-115.135","NU","7.3","0",NA,"23.8","0","-1.1","0","",,NA,"30.7","0",NA,"","7","",,NA,"321.7","0.0","2300904"
"CORAL HARBOUR A","64.193","-83.359","NU","3.5","0",NA,"19.8","0","-6.6","0","11.5","0",NA,"15.2","0",NA,"","3","",,NA,"436.5","0.0","2301002"
"CORAL HARBOUR RCS","64.333","-83.617","NU","4.0","1",NA,"19.8","1","-5.4","0","",,NA,"19.3","1",NA,"","4","",,NA,"405.5","0.0","2301010"
"ARVIAT CLIMATE","61.100","-94.067","NU","5.4","0",NA,"22.4","0","-3.9","0","",,NA,"22.5","0",NA,"","6","",,NA,"377.8","0.0","2301153"
"GJOA HAVEN A","68.636","-95.850","NU","3.3","5",NA,"18.3","4","-5.3","5","",,NA,"4.1","6",NA,"","2","",,NA,"368.3","0.0","2302337"
"GJOA HAVEN CLIMATE","68.636","-95.850","NU","4.5","17",NA,"18.5","17","-5.4","16","",,NA,"1.1","17",NA,"","0","",,NA,"175.3","0.0","2302340"
"HAT ISLAND","68.318","-100.087","NU","3.5","1",NA,"15.9","0","-5.1","1","",,NA,"",,NA,"","","",,NA,"421.6","0.0","2302370"
"CAM FOUR","68.437","-89.726","NU","2.5","4",NA,"20.1","2","-13.7","3","",,NA,"",,NA,"","","",,NA,"403.9","0.0","2303093"
"KUGAARUK CLIMATE","68.538","-89.796","NU","4.6","0",NA,"22.5","0","-6.7","0","",,NA,"14.8","0",NA,"","3","",,NA,"400.9","0.0","2303094"
"RANKIN INLET A","62.811","-92.115","NU","5.5","0",NA,"23.0","0","-2.9","0","1.0","0",NA,"17.6","0",NA,"","4","",,NA,"376.4","0.0","2303405"
"SANIKILUAQ","56.537","-79.260","NU","5.0","4",NA,"19.2","4","-4.2","0","",,NA,"32.2","4",NA,"","5","",,NA,"336.8","0.0","2303668"
"SHEPHERD BAY A","68.817","-93.433","NU","2.7","1",NA,"15.9","0","-7.3","1","",,NA,"",,NA,"","","",,NA,"442.4","0.0","2303685"
"CROKER RIVER","69.276","-119.219","NU","6.4","2",NA,"23.3","1","-1.3","1","",,NA,"",,NA,"","","",,NA,"324.0","0.0","230J01Q"
"LUPIN CS","65.755","-111.246","NU","8.7","6",NA,"26.6","5","-1.9","2","",,NA,"",,NA,"","","",,NA,"222.2","0.0","230N002"
"ALERT CLIMATE","82.500","-62.333","NU","2.7","4",NA,"13.8","3","-11.2","1","",,NA,"8.1","4",NA,"0.0","3","",,NA,"398.0","0.0","2400305"
"ALERT UA","82.500","-62.333","NU","",,NA,"",,"",,"5.4","0",NA,"9.4","0",NA,"0.0","3","","",NA,"","","2400306"
"ARCTIC BAY CS","72.993","-85.012","NU","1.5","22",NA,"11.1","18","-5.4","20","",,NA,"0.0","27",NA,"","0","",,NA,"131.9","0.0","2400404"
"BREVOORT ISLAND","63.340","-64.146","NU","1.3","1",NA,"12.1","0","-6.6","1","",,NA,"",,NA,"","","",,NA,"484.3","0.0","2400565"
"FOX FIVE","67.536","-63.789","NU","-0.4","1",NA,"11.2","0","-7.5","1","",,NA,"",,NA,"","","",,NA,"533.5","0.0","2400570"
"QIKIQTARJUAQ CLIMATE","67.547","-64.033","NU","0.6","0",NA,"12.1","0","-7.3","0","",,NA,"33.9","2",NA,"","8","",,NA,"521.8","0.0","2400573"
"QIKIQTARJUAQ A","67.547","-64.032","NU","-0.7","17",NA,"9.6","17","-6.9","15","",,NA,"0.0","17",NA,"","0","",,NA,"242.7","0.0","2400577"
"CAMBRIDGE BAY A","69.108","-105.137","NU","5.4","0",NA,"19.3","0","-1.8","0","0.2","0",NA,"42.2","1",NA,"","7","",,NA,"378.3","0.0","2400601"
"CAMBRIDGE BAY GSN","69.108","-105.138","NU","5.6","0",NA,"20.0","0","-1.7","0","",,NA,"44.1","0",NA,"","7","",,NA,"372.1","0.0","2400602"
"CAPE DORSET CLIMATE","64.231","-76.530","NU","3.5","0",NA,"12.4","0","-3.7","0","",,NA,"21.2","0",NA,"","4","",,NA,"436.2","0.0","2400636"
"CAPE DORSET A","64.230","-76.525","NU","3.4","4",NA,"12.1","4","-3.8","4","",,NA,"11.8","4",NA,"","2","",,NA,"380.9","0.0","2400637"
"CAPE DYER","66.650","-61.383","NU","-1.0","1",NA,"9.5","0","-8.8","1","",,NA,"",,NA,"","","",,NA,"552.3","0.0","2400650"
"CAPE HOOPER","68.473","-66.815","NU","0.2","1",NA,"14.2","0","-6.5","1","",,NA,"",,NA,"","","",,NA,"517.6","0.0","2400660"
"CAPE PEEL WEST","69.036","-107.823","NU","6.0","2",NA,"21.3","0","-2.1","2","",,NA,"",,NA,"","","",,NA,"337.3","0.0","2400697"
"CLYDE RIVER CLIMATE","70.483","-68.517","NU","0.9","1",NA,"10.3","1","-8.0","1","",,NA,"2.9","2",NA,"","1","",,NA,"495.6","0.0","2400802"
"CLYDE RIVER A","70.486","-68.517","NU","0.9","4",NA,"10.2","4","-8.3","3","",,NA,"0.0","3",NA,"","0","",,NA,"443.9","0.0","2400804"
"CAPE MERCY","64.958","-63.578","NU","0.3","5",NA,"9.5","4","-7.1","1","",,NA,"",,NA,"","","",,NA,"442.5","0.0","2400F63"
"DEWAR LAKES","68.650","-71.167","NU","-0.4","9",NA,"6.8","9","-6.8","9","",,NA,"",,NA,"","","",,NA,"386.2","0.0","2401030"
"EUREKA CLIMATE","79.989","-85.934","NU","3.2","1",NA,"15.6","1","-6.1","0","",,NA,"9.5","1",NA,"0.0","3","",,NA,"429.2","0.0","2401199"
"EUREKA A","79.994","-85.812","NU","3.7","0",NA,"16.6","0","-6.1","0","1.4","0",NA,"11.6","0",NA,"","3","",,NA,"428.5","0.0","2401203"
"FORT ROSS","72.018","-94.198","NU","2.2","2",NA,"14.0","2","-9.7","0","",,NA,"19.9","2",NA,"","5","",,NA,"442.1","0.0","2402051"
"GATESHEAD ISLAND","70.633","-100.267","NU","2.0","2",NA,"14.1","2","-7.2","0","",,NA,"26.1","2",NA,"","8","",,NA,"448.4","0.0","2402332"
"GRISE FIORD CLIMATE","76.423","-82.902","NU","1.8","1",NA,"10.5","1","-6.6","0","",,NA,"11.5","2",NA,"","4","",,NA,"471.1","0.0","2402351"
"HALL BEACH CLIMATE","68.776","-81.244","NU","2.0","0",NA,"16.1","0","-7.6","0","",,NA,"8.2","0",NA,"","4","",,NA,"480.2","0.0","2402353"
"HALL BEACH A","68.776","-81.243","NU","1.3","4",NA,"11.5","4","-7.2","4","",,NA,"5.4","4",NA,"","3","",,NA,"433.7","0.0","2402354"
"IQALUIT CLIMATE","63.747","-68.544","NU","4.9","0",NA,"15.8","0","-3.1","0","",,NA,"42.5","0",NA,"","7","",,NA,"392.9","0.0","2402592"
"ISACHSEN (AUT)","78.792","-103.554","NU","0.4","4",NA,"5.9","3","-8.5","2","",,NA,"26.0","5",NA,"","6","",,NA,"457.1","0.0","2402604"
"PANGNIRTUNG","66.143","-65.711","NU","3.3","2",NA,"12.6","2","-4.9","0","",,NA,"22.9","2",NA,"","6","",,NA,"411.7","0.0","2403049"
"POND INLET CLIMATE","72.693","-77.958","NU","3.2","1",NA,"13.3","1","-3.4","0","",,NA,"7.2","1",NA,"","3","",,NA,"429.2","0.0","2403204"
"POND INLET A","72.689","-77.969","NU","3.0","1",NA,"13.0","1","-3.4","1","",,NA,"6.2","1",NA,"","3","",,NA,"434.6","0.0","2403206"
"REA POINT","75.377","-105.715","NU","1.6","8",NA,"14.9","4","-5.4","5","",,NA,"",,NA,"","","",,NA,"360.4","0.0","2403450"
"RESOLUTE BAY A","74.717","-94.969","NU","0.3","1",NA,"6.4","1","-10.4","1","6.3","3",NA,"9.6","4",NA,"","2","",,NA,"514.1","0.0","2403498"
"RESOLUTE CS","74.716","-94.983","NU","1.1","25",NA,"7.9","24","-9.9","20","",,NA,"0.2","27",NA,"","0","",,NA,"84.7","0.0","2403505"
"RESOLUTION ISLAND","61.600","-64.633","NU","1.2","1",NA,"10.4","0","-5.9","1","",,NA,"",,NA,"","","",,NA,"488.2","0.0","2403602"
"ROWLEY ISLAND","69.083","-79.033","NU","1.0","4",NA,"12.9","2","-6.3","2","",,NA,"",,NA,"","","",,NA,"442.7","0.0","2403625"
"STEFANSSON ISLAND","73.766","-105.296","NU","2.0","8",NA,"15.9","5","-5.8","6","",,NA,"35.6","10",NA,"","9","",,NA,"351.8","0.0","2403756"
"SVARTEVAEG","81.161","-91.816","NU","1.5","1",NA,"11.5","0","-6.7","1","",,NA,"33.5","1",NA,"","9","",,NA,"479.0","0.0","2403833"
"TALOYOAK A","69.547","-93.577","NU","3.7","1",NA,"18.7","0","-9.2","1","0.0","7",NA,"3.8","9",NA,"","2","",,NA,"413.8","0.0","2403855"
"WAGER BAY (AUT)","65.879","-89.446","NU","",,NA,"",,"",,"",,NA,"0.0","28",NA,"","0","",,NA,"","","2403945"
"NANGMAGVIK LAKE","74.139","-119.989","NT","2.7","26",NA,"11.8","26","-5.4","20","",,NA,"0.0","26",NA,"","0","",,NA,"61.3","0.0","2500440"
"HOLMAN CS","70.761","-117.800","NT","4.7","21",NA,"12.3","21","-1.3","20","",,NA,"5.3","21",NA,"","2","",,NA,"119.7","0.0","2502505"
"SACHS HARBOUR CLIMATE","71.993","-125.254","NT","2.9","0",NA,"13.5","0","-3.8","0","",,NA,"15.2","0",NA,"","6","",,NA,"453.4","0.0","2503648"
"MOULD BAY CS","76.238","-119.347","NT","0.8","3",NA,"9.0","2","-8.8","1","",,NA,"17.8","4",NA,"","5","",,NA,"463.9","0.0","250M001"
"ABEE AGDM","54.283","-112.967","AB","14.6","3",NA,"27.8","2","2.0","2","",,NA,"77.8","4",NA,"","10","",,NA,"94.1","1.3","3010010"
"ALBERT HALL AGCM","53.113","-111.181","AB","16.1","0",NA,"28.7","0","3.7","0","",,NA,"51.7","0",NA,"","9","",,NA,"63.9","8.3","3010060"
"ALLIANCE AGCM","52.315","-111.779","AB","15.8","3",NA,"27.2","3","3.0","0","",,NA,"70.6","4",NA,"","7","",,NA,"66.2","6.7","3010162"
"ANDREW AGDM","53.917","-112.279","AB","15.5","1",NA,"27.5","1","1.8","0","",,NA,"45.3","1",NA,"","10","",,NA,"75.8","4.0","3010237"
"BELLSHILL AGCM","52.582","-111.465","AB","16.5","2",NA,"28.7","2","4.2","0","",,NA,"54.6","4",NA,"","9","",,NA,"56.8","13.7","3010650"
"BODO AGDM","52.124","-110.101","AB","15.5","5",NA,"29.6","3","3.7","3","",,NA,"62.8","5",NA,"","10","",,NA,"71.3","7.7","3010730"
"BRETON PLOTS","53.089","-114.441","AB","14.8","0",NA,"29.3","0","3.0","0","",,NA,"69.2","0",NA,"","8","",,NA,"99.6","3.7","3010816"
"BUSBY AGCM","53.931","-113.922","AB","15.6","0",NA,"29.7","0","1.9","0","",,NA,"48.3","0",NA,"","10","",,NA,"80.9","8.6","3010979"
"CADOGAN AGCM","52.334","-110.510","AB","16.4","0",NA,"30.0","0","3.9","0","",,NA,"68.5","0",NA,"","10","",,NA,"62.3","13.0","3010992"
"CAMROSE","53.035","-112.814","AB","16.0","0","1.6","27.4","0","5.5","0","",,NA,"100.7","0","135.0","","6","",,NA,"68.3","9.2","3011240"
"CARNWOOD","53.234","-114.654","AB","14.7","1",NA,"29.5","1","0.0","1","0.0","1",NA,"91.0","1",NA,"","14","","",NA,"100.4","3.3","3011350"
"CONSORT AGDM","51.937","-110.713","AB","15.2","8",NA,"27.3","6","2.2","2","",,NA,"59.4","8",NA,"","7","",,NA,"66.6","4.5","3011815"
"CORONATION CLIMATE","52.074","-111.449","AB","15.3","0",NA,"27.5","0","1.4","0","",,NA,"50.8","0",NA,"","8","",,NA,"85.4","4.9","3011887"
"CRESTOMERE AGCM","52.733","-113.903","AB","15.1","7",NA,"26.2","7","3.8","2","",,NA,"38.2","7",NA,"","7","",,NA,"68.0","0.3","3011892"
"DELBURNE AGCM","52.183","-113.176","AB","15.8","1",NA,"27.2","0","4.3","1","",,NA,"26.4","1",NA,"","6","",,NA,"69.2","5.7","3012050"
"DEWBERRY AGCM","53.659","-110.588","AB","16.4","7",NA,"28.9","5","4.6","4","",,NA,"37.0","7",NA,"","6","",,NA,"45.1","9.0","3012073"
"DONALDA SOUTH","52.517","-112.351","AB","16.7","18",NA,"28.5","18","4.5","18","0.0","18",NA,"12.6","18",NA,"","4","","",NA,"21.4","5.9","3012095"
"EDGERTON AGCM","52.778","-110.433","AB","16.3","0",NA,"29.1","0","4.2","0","",,NA,"36.8","0",NA,"","9","",,NA,"62.3","11.3","3012192"
"EDMONTON INTERNATIONAL CS","53.307","-113.606","AB","15.3","0",NA,"29.6","0","1.6","0","",,NA,"79.5","0",NA,"","11","",,NA,"88.5","7.7","3012206"
"EDMONTON BLATCHFORD","53.573","-113.517","AB","17.4","0",NA,"29.6","0","5.8","0","",,NA,"90.5","0",NA,"","13","",,NA,"43.9","25.7","3012209"
"EDMONTON NAMAO AWOS A","53.667","-113.467","AB","16.0","1",NA,"29.1","1","4.7","0","",,NA,"75.5","3",NA,"","14","",,NA,"65.6","7.0","3012212"
"EDMONTON INTL A","53.310","-113.579","AB","15.3","0",NA,"29.7","0","1.8","0","0.0","0",NA,"87.6","0",NA,"","13","",,NA,"87.8","7.9","3012216"
"EDMONTON VILLENEUVE A","53.668","-113.856","AB","15.9","6",NA,"30.0","6","3.5","6","",,NA,"62.6","6",NA,"","7","",,NA,"58.8","8.3","3012229"
"EDMONTON STONY PLAIN","53.548","-114.108","AB","16.8","0","2.2","29.5","0","3.5","0","0.0","0",NA,"95.6","0","119.0","0.0","8","",,NA,"55.0","19.6","301222F"
"ELK ISLAND NAT PARK","53.683","-112.868","AB","15.9","2","1.3","30.3","1","4.5","1","",,NA,"124.8","2",NA,"","10","",,NA,"70.5","12.3","3012275"
"FABYAN","52.967","-111.000","AB","15.2","0","0.6","27.0","0","2.0","0","0.0","0",NA,"75.0","0","110.0","0.0","11","","",NA,"87.8","3.3","3012515"
"FERINTOSH AGCM","52.744","-112.858","AB","15.2","1",NA,"27.1","1","1.7","0","",,NA,"49.1","2",NA,"","5","",,NA,"85.4","4.9","3012590"
"FORESTBURG PLANT SITE","52.467","-112.120","AB","17.1","0","1.3","28.0","0","5.0","0","0.0","0",NA,"28.6","0","38.0","0.0","7","","",NA,"48.0","20.7","3012652"
"FORESTBURG AGCM","52.548","-112.123","AB","16.0","1",NA,"28.7","1","1.8","0","",,NA,"36.3","2",NA,"","7","",,NA,"64.7","7.9","3012653"
"FORT SASKATCHEWAN","53.717","-113.183","AB","17.1","15","2.1","29.0","15","5.0","15","0.0","16",NA,"58.2","16",NA,"","8","","",NA,"21.9","8.6","3012710"
"GILT EDGE NORTH AGCM","53.071","-110.621","AB","16.0","3",NA,"27.8","3","5.8","0","",,NA,"31.7","5",NA,"","8","",,NA,"60.7","8.0","3012790"
"GLENEVIS AGCM","53.833","-114.539","AB","15.8","4",NA,"27.1","2","5.5","2","",,NA,"",,NA,"","","",,NA,"61.8","4.2","3012818"
"HALKIRK AGCM","52.116","-112.164","AB","15.7","0",NA,"27.9","0","2.0","0","",,NA,"25.1","14",NA,"","6","",,NA,"74.2","5.7","3012999"
"HEMARUKA AGCM","51.780","-111.212","AB","16.1","5",NA,"28.0","3","1.0","4","",,NA,"101.2","6",NA,"","12","",,NA,"57.1","8.4","3013140"
"HOLDEN AGDM","53.185","-112.246","AB","15.4","2",NA,"27.2","2","2.4","0","",,NA,"64.6","4",NA,"","10","",,NA,"80.1","6.8","3013340"
"HUGHENDEN AGCM","52.578","-110.784","AB","16.0","0",NA,"27.5","0","3.1","0","",,NA,"39.6","1",NA,"","9","",,NA,"69.2","9.3","3013362"
"KILLAM AGDM","52.848","-111.872","AB","15.6","1",NA,"28.0","1","1.5","0","",,NA,"115.8","2",NA,"","18","",,NA,"76.5","6.3","3013640"
"KESSLER AGCM","52.290","-111.113","AB","15.3","3",NA,"28.7","3","2.4","0","",,NA,"41.1","5",NA,"","8","",,NA,"76.3","3.9","3013644"
"KITSCOTY AGCM","53.353","-110.416","AB","16.2","2",NA,"28.9","2","5.3","1","",,NA,"39.6","2",NA,"","7","",,NA,"60.4","9.5","3013660"
"LEGAL AGCM","54.003","-113.474","AB","16.2","3",NA,"29.2","2","4.1","1","",,NA,"62.8","3",NA,"","10","",,NA,"57.8","10.2","3013790"
"LINDBERGH AGDM","53.943","-110.579","AB","15.2","3",NA,"27.5","3","3.8","0","",,NA,"77.9","3",NA,"","14","",,NA,"81.7","5.8","3013921"
"LLOYDMINSTER","53.309","-110.073","AB","16.4","2",NA,"28.8","2","5.9","2","",,NA,"33.1","2",NA,"","9","",,NA,"54.9","8.9","3013959"
"LLOYDMINSTER A","53.309","-110.073","AB","16.1","3","1.5","29.0","3","6.0","3","0.0","3",NA,"37.6","3",NA,"0.0","9","","",NA,"58.9","8.6","3013961"
"HOLDEN SOUTH","53.083","-112.267","AB","",,NA,"",,"",,"0.0","3",NA,"83.0","3",NA,"","9","","",NA,"","","3013C44"
"MANNVILLE AGCM","53.456","-111.255","AB","16.0","0",NA,"27.9","0","4.4","0","",,NA,"39.5","0",NA,"","11","",,NA,"70.1","8.8","3014195"
"MONITOR","52.017","-110.550","AB","",,NA,"",,"",,"0.0","0",NA,"81.4","0","105.0","0.0","11","","",NA,"","","3014600"
"MUNDARE AGDM","53.567","-112.300","AB","15.4","5",NA,"25.9","2","3.0","3","",,NA,"66.8","5",NA,"","9","",,NA,"68.2","3.0","3014665"
"MYRNAM AGCM","53.720","-111.114","AB","16.0","6",NA,"28.9","6","2.7","3","",,NA,"11.3","6",NA,"","5","",,NA,"54.4","6.9","3014690"
"NEW SAREPTA AGCM","53.262","-113.165","AB","15.7","5",NA,"26.4","3","2.9","3","",,NA,"79.3","5",NA,"","9","",,NA,"60.1","3.8","3014795"
"OLIVER AGDM","53.650","-113.350","AB","15.9","2",NA,"28.2","2","3.6","0","",,NA,"",,NA,"","","",,NA,"64.0","5.0","3014921"
"RADWAY AGCM","53.995","-112.879","AB","16.0","0",NA,"28.7","0","3.2","0","",,NA,"",,NA,"","","",,NA,"68.7","7.5","3015346"
"RANFURLY AUTO","53.425","-111.726","AB","16.4","1",NA,"27.9","1","4.0","0","",,NA,"81.4","1",NA,"","8","",,NA,"58.0","12.7","3015401"
"RIBSTONE SOUTH AGCM","52.587","-110.343","AB","16.1","3",NA,"29.0","2","3.6","1","",,NA,"51.6","3",NA,"","10","",,NA,"59.4","7.4","3015480"
"RIVERCOURSE AGCM","53.019","-110.102","AB","15.9","4",NA,"29.1","4","5.6","2","",,NA,"38.5","4",NA,"","5","",,NA,"58.4","4.8","3015501"
"ROCKY MTN HOUSE (AUT)","52.421","-114.912","AB","13.8","1",NA,"29.7","1","-2.3","1","",,NA,"75.5","1",NA,"","10","",,NA,"125.6","2.4","3015523"
"ROSALIND AGCM","52.780","-112.428","AB","15.8","0",NA,"27.4","0","0.9","0","",,NA,"55.3","0",NA,"","10","",,NA,"72.9","7.4","3015600"
"ST. LINA AGCM","54.282","-111.453","AB","15.5","0",NA,"28.1","0","2.5","0","",,NA,"51.3","1",NA,"","7","",,NA,"82.7","6.7","3015673"
"ST. PAUL AGCM","54.011","-111.272","AB","15.5","1",NA,"28.2","1","4.2","0","",,NA,"31.6","1",NA,"","10","",,NA,"80.8","7.0","3015676"
"SEDALIA AGCM","51.590","-110.755","AB","16.3","8",NA,"28.5","4","2.0","5","",,NA,"56.3","7",NA,"","6","",,NA,"45.0","7.6","3015797"
"SEDGEWICK TOWN","52.783","-111.700","AB","16.5","7","1.7","28.0","3","3.0","4","0.0","3",NA,"49.6","3",NA,"0.0","9","","",NA,"41.0","6.5","3015808"
"SHONTS AGCM","53.333","-112.539","AB","15.6","8",NA,"28.4","5","1.6","5","",,NA,"57.3","9",NA,"","3","",,NA,"59.5","7.1","3015900"
"SMOKY LAKE AGDM","54.278","-112.499","AB","15.5","0",NA,"28.8","0","0.8","0","",,NA,"68.3","0",NA,"","9","",,NA,"82.5","7.5","3016022"
"SPONDIN AGCM","51.816","-111.683","AB","15.1","5",NA,"27.7","5","1.8","0","",,NA,"86.1","6",NA,"","12","",,NA,"76.1","3.4","3016070"
"STETTLER AGDM","52.347","-112.596","AB","15.8","1",NA,"26.9","0","2.8","1","",,NA,"30.5","1",NA,"","5","",,NA,"69.7","6.5","3016124"
"THORSBY AGCM","53.217","-113.895","AB","15.6","6",NA,"26.6","3","2.4","5","",,NA,"47.9","8",NA,"","7","",,NA,"62.2","5.7","3016441"
"TOMAHAWK AGDM","53.439","-114.718","AB","15.0","1",NA,"29.1","1","3.7","1","",,NA,"47.7","1",NA,"","10","",,NA,"90.8","4.9","3016505"
"TULLIBY LAKE AGCM","53.664","-110.081","AB","16.4","2",NA,"28.5","2","4.7","0","",,NA,"61.8","3",NA,"","9","",,NA,"54.7","9.9","3016593"
"UNCAS","53.500","-113.033","AB","",,NA,"",,"",,"0.0","0",NA,"71.4","0",NA,"0.0","10","","",NA,"","","3016650"
"TWO HILLS AGDM","53.625","-111.678","AB","15.5","7",NA,"27.0","5","4.6","4","",,NA,"32.5","9",NA,"","7","",,NA,"62.6","5.6","3016655"
"VERMILION AGDM","53.344","-110.882","AB","15.8","9",NA,"28.7","7","6.1","3","",,NA,"44.7","10",NA,"","6","",,NA,"52.4","6.1","3016802"
"VIKING AGCM","53.182","-111.732","AB","16.0","7",NA,"26.8","6","3.4","3","",,NA,"61.8","8",NA,"","7","",,NA,"50.9","5.2","3016841"
"VIKING NORTH 3","53.283","-111.767","AB","15.9","17",NA,"28.0","17","5.0","16","0.0","17",NA,"14.5","17",NA,"","5","","",NA,"35.5","7.6","3016845"
"VILNA AGCM","54.130","-111.921","AB","15.3","4",NA,"27.5","3","1.8","2","",,NA,"63.8","5",NA,"","7","",,NA,"71.3","2.3","3016852"
"VIOLET GROVE CS","53.144","-115.126","AB","14.7","0",NA,"28.6","0","4.3","0","",,NA,"83.0","0",NA,"","13","",,NA,"102.1","2.7","3016860"
