"Environment Canada"
"Monthly Values for June - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"ESTEVAN","49.217","-102.967","SK","17.4","1",NA,"30.2","1","5.1","0","",,NA,"131.1","2",NA,"","11","",,NA,"33.5","15.1","4012410"
"INDIAN HEAD CDA","50.550","-103.650","SK","16.9","1","1.1","32.2","1","4.3","0","",,NA,"50.2","1",NA,"","8","",,NA,"47.5","15.5","4013480"
"KELLIHER","51.257","-103.753","SK","17.0","0","1.8","29.5","0","4.5","0","0.0","0","0.0","52.4","0","67.0","0.0","7","","",NA,"42.6","13.0","4013660"
"KIPLING","50.200","-102.733","SK","16.9","0","1.4","29.5","0","6.0","0","0.0","0","0.0","101.4","0","112.0","0.0","13","","",NA,"48.1","14.6","4014040"
"LANGENBURG","50.900","-101.717","SK","17.1","5","1.4","29.5","5","6.0","5","0.0","5",NA,"79.6","5",NA,"0.0","12","","",NA,"36.6","13.9","4014145"
"LAST MOUNTAIN CS","51.417","-105.250","SK","17.0","1","1.4","30.3","1","2.6","0","",,NA,"39.5","1",NA,"","5","",,NA,"45.1","17.5","4014156"
"LEROY","52.000","-104.633","SK","16.9","0","1.3","30.5","0","4.0","0","0.0","0","0.0","65.8","0","91.0","0.0","7","","",NA,"52.5","19.2","4014322"
"LIPTON 2","51.152","-103.889","SK","17.0","8","1.8","27.5","8","4.5","8","0.0","8",NA,"26.4","8",NA,"","6","","",NA,"28.5","6.3","4014481"
"MACOUN","49.233","-103.233","SK","",,NA,"",,"",,"0.0","25",NA,"140.8","23",NA,"","7","","",NA,"","","4014870"
"MOOSE JAW CS","50.332","-105.538","SK","17.5","1",NA,"32.1","1","5.5","0","",,NA,"58.6","1",NA,"","13","",,NA,"35.8","21.8","4015322"
"MUENSTER","52.333","-105.000","SK","16.6","4","1.3","29.0","4","4.0","4","0.0","4",NA,"65.0","4",NA,"0.0","8","","",NA,"49.7","12.9","4015440"
"OXBOW","49.317","-102.117","SK","17.2","3",NA,"33.0","3","4.5","3","0.0","3",NA,"90.0","3",NA,"","9","","",NA,"36.8","16.1","4015800"
"QU'APPELLE 1","50.567","-103.983","SK","17.1","0","1.4","31.0","0","4.0","0","0.0","0","0.0","78.6","0","95.0","0.0","11","","",NA,"45.3","16.9","4016322"
"REGINA GILMOUR","50.567","-104.833","SK","",,NA,"",,"",,"0.0","8",NA,"47.0","8",NA,"0.0","8","","",NA,"","","4016651"
"REGINA RCS","50.433","-104.667","SK","17.0","0",NA,"31.4","0","3.3","0","",,NA,"58.3","0",NA,"","10","",,NA,"46.8","16.1","4016699"
"WATROUS EAST","51.667","-105.400","SK","17.2","0",NA,"30.8","0","4.4","0","",,NA,"67.5","0",NA,"","9","",,NA,"42.8","19.5","4018642"
"YELLOW GRASS","49.817","-104.183","SK","18.3","0","2.1","33.0","0","4.0","0","0.0","0","0.0","72.0","0","89.0","0.0","10","","",NA,"22.1","32.2","4019040"
"YORKTON","51.265","-102.464","SK","17.2","2",NA,"30.4","2","5.3","1","",,NA,"62.8","2",NA,"","8","",,NA,"36.0","13.6","4019073"
"YORKTON","51.265","-102.462","SK","17.3","3",NA,"30.3","3","5.3","3","",,NA,"66.4","3",NA,"","8","",,NA,"32.1","14.5","4019075"
"WYNYARD (AUT)","51.767","-104.200","SK","16.7","1",NA,"29.9","1","3.5","0","",,NA,"61.2","1",NA,"","8","",,NA,"53.2","14.4","40190LN"
"WEYBURN","49.700","-103.800","SK","17.5","1",NA,"32.3","1","2.4","0","",,NA,"83.7","1",NA,"","11","",,NA,"35.4","19.7","401HP5R"
"CUTBANK","51.289","-106.848","SK","",,NA,"",,"",,"",,NA,"45.4","22",NA,"","3","","",NA,"","","401JR89"
"ASSINIBOIA AIRPORT","49.729","-105.946","SK","17.0","1",NA,"31.8","1","5.1","0","",,NA,"77.5","1",NA,"","9","",,NA,"44.3","16.5","4020286"
"BEECHY","50.832","-107.311","SK","17.6","4","1.4","32.0","4","5.0","4","0.0","4",NA,"68.2","4",NA,"0.0","10","","",NA,"34.3","23.4","4020560"
"ELBOW CS","51.133","-106.583","SK","17.2","1",NA,"29.6","1","5.4","0","",,NA,"72.4","1",NA,"","6","",,NA,"39.3","16.6","4022359"
"ELBOW 2 NE","51.167","-106.550","SK","15.4","22","0.2","27.5","22","4.5","22","0.0","22",NA,"11.2","22",NA,"","2","","",NA,"20.5","0.0","4022363"
"LUCKY LAKE","50.950","-107.150","SK","17.1","0",NA,"30.8","0","5.8","0","",,NA,"75.6","0",NA,"","7","",,NA,"45.4","19.6","4024714"
"MAPLE CREEK","49.903","-109.466","SK","17.0","1",NA,"32.3","1","4.3","0","",,NA,"61.1","1",NA,"","7","",,NA,"48.5","18.2","4024919"
"ROCK POINT","51.154","-107.263","SK","17.3","0","1.6","29.0","0","7.0","0","0.0","0","0.0","100.8","0","127.0","0.0","8","","",NA,"42.8","23.0","4026847"
"STEWART VALLEY","50.600","-107.800","SK","17.5","9","1.3","32.0","9","6.0","9","0.0","9",NA,"54.0","9",NA,"","8","","",NA,"30.0","19.0","4027775"
"SWIFT CURRENT","50.292","-107.691","SK","16.8","6",NA,"29.6","6","6.1","6","",,NA,"56.1","6",NA,"","6","",,NA,"39.4","11.7","4028038"
"SWIFT CURRENT CDA","50.267","-107.733","SK","16.6","1","1.2","30.0","1","6.1","0","",,NA,"80.4","1",NA,"","9","",,NA,"52.3","13.0","4028060"
"LEADER AIRPORT","50.909","-109.501","SK","17.1","1",NA,"31.3","1","5.2","0","",,NA,"69.8","1",NA,"","8","",,NA,"45.4","18.3","402DAF0"
"CORONACH","49.117","-105.517","SK","18.0","17","1.9","32.5","17","6.0","16","0.0","17",NA,"31.0","17",NA,"","4","","",NA,"13.8","13.2","4031844"
"CORONACH SPC","49.050","-105.483","SK","16.6","4","0.6","31.1","4","3.7","3","",,NA,"60.5","5",NA,"","5","",,NA,"46.8","10.8","40318MN"
"CYPRESS HILLS PARK","49.641","-109.514","SK","14.5","4",NA,"28.6","4","2.8","1","",,NA,"117.0","4",NA,"","9","",,NA,"93.5","2.8","4031999"
"EASTEND CYPRESS (AUT)","49.438","-108.989","SK","15.5","1",NA,"30.0","1","2.2","0","",,NA,"88.0","1",NA,"","11","",,NA,"78.0","5.9","4032322"
"MANKOTA","49.099","-107.024","SK","16.2","0","0.8","31.1","0","4.0","0","",,NA,"54.6","0","77.0","","12","",,NA,"61.6","7.5","4034910"
"ROCKGLEN (AUT)","49.168","-105.979","SK","16.4","1",NA,"30.5","1","6.2","0","",,NA,"85.6","1",NA,"","9","",,NA,"57.6","10.6","4036844"
"TREELON","49.000","-108.383","SK","16.9","16","1.1","32.0","16","3.0","16","0.0","16",NA,"63.4","16",NA,"","4","","",NA,"22.2","7.0","4038116"
"VAL MARIE SOUTHEAST","49.058","-107.586","SK","16.6","2",NA,"32.6","2","2.6","1","",,NA,"34.5","2",NA,"","8","",,NA,"52.0","12.6","4038412"
"BICKLEIGH","51.294","-108.407","SK","17.5","10","1.6","34.0","5","5.5","6","0.0","5",NA,"75.4","5",NA,"0.0","8","","",NA,"29.9","19.9","4040587"
"BUTTE ST PIERRE","53.450","-109.200","SK","15.7","0","1.3","31.0","0","1.0","0","0.0","0",NA,"61.0","0","101.0","0.0","9","","",NA,"78.2","8.2","4041000"
"KINDERSLEY A","51.515","-109.181","SK","16.4","1",NA,"29.7","0","4.5","1","0.0","0",NA,"109.6","1",NA,"","9","",,NA,"61.7","14.7","4043901"
"NORTH BATTLEFORD RCS","52.772","-108.256","SK","16.4","0",NA,"30.0","0","2.1","0","",,NA,"18.4","0",NA,"","5","",,NA,"63.4","15.6","4045607"
"NORTH BATTLEFORD","52.769","-108.244","SK","16.9","4",NA,"29.8","4","3.9","4","",,NA,"19.0","4",NA,"","4","",,NA,"44.5","16.7","4045695"
"ROSETOWN EAST","51.567","-107.917","SK","17.0","2",NA,"33.0","2","5.0","0","",,NA,"108.7","2",NA,"","7","",,NA,"48.2","21.2","4046884"
"SCOTT CDA","52.360","-108.835","SK","15.8","2","0.5","29.7","2","3.3","0","",,NA,"20.8","2",NA,"","5","",,NA,"69.8","8.8","4047240"
"SONNINGDALE","52.317","-107.767","SK","16.4","3",NA,"29.5","3","4.0","3","0.0","3",NA,"59.8","3",NA,"0.0","7","","",NA,"56.0","12.5","4047644"
"WASECA RCS","53.131","-109.405","SK","16.4","0",NA,"28.6","0","5.6","0","",,NA,"62.9","0",NA,"","12","",,NA,"60.1","10.8","4048521"
"HOEY","52.850","-105.783","SK","",,NA,"",,"",,"0.0","26",NA,"22.2","26",NA,"","4","","",NA,"","","4053264"
"MELFORT","52.817","-104.600","SK","17.1","0",NA,"31.2","0","3.1","0","",,NA,"53.2","0",NA,"","7","",,NA,"50.6","23.2","4055079"
"OUTLOOK PFRA","51.483","-107.050","SK","17.5","3","1.3","29.9","2","5.6","1","",,NA,"45.8","3",NA,"","5","",,NA,"34.4","20.1","4055736"
"PILGER","52.417","-105.150","SK","17.0","0",NA,"30.2","0","4.6","0","",,NA,"59.8","0",NA,"","8","",,NA,"51.7","20.3","4056121"
"PRINCE ALBERT A","53.214","-105.673","SK","15.9","0",NA,"30.1","0","0.8","0","0.0","0",NA,"63.0","1",NA,"","9","",,NA,"73.7","11.6","4056241"
"SASKATOON RCS","52.174","-106.719","SK","17.4","0",NA,"30.2","0","4.6","0","",,NA,"49.7","0",NA,"","8","",,NA,"43.6","24.7","4057165"
"SASKATOON SRC","52.150","-106.600","SK","18.5","0","2.4","30.5","0","6.5","0","0.0","0",NA,"46.8","0","74.0","0.0","8","","",NA,"25.3","40.2","4057180"
"BUFFALO NARROWS (AUT)","55.841","-108.421","SK","16.4","0",NA,"28.0","0","5.8","0","",,NA,"95.3","0",NA,"","13","",,NA,"59.6","12.4","4060983"
"CIGAR LAKE","58.083","-104.483","SK","12.8","2","0.4","30.0","1","1.0","1","0.0","1",NA,"104.0","1",NA,"0.0","15","","",NA,"146.5","2.0","4061570"
"COLLINS BAY","58.190","-103.712","SK","12.7","0",NA,"29.8","0","2.4","0","",,NA,"78.6","0",NA,"","11","",,NA,"160.2","2.3","4061629"
"COLLINS BAY CAMECO","58.183","-103.700","SK","14.2","0",NA,"30.0","0","3.5","0","0.0","0",NA,"94.4","0",NA,"0.0","11","","",NA,"133.4","19.3","4061632"
"ISLAND FALLS (AUT)","55.533","-102.350","SK","14.1","5",NA,"29.3","5","2.5","3","",,NA,"54.4","5",NA,"","11","",,NA,"102.6","5.0","4063605"
"JIMMY LAKE AWOS","54.908","-109.962","SK","15.6","2",NA,"27.5","1","3.1","1","",,NA,"60.0","7",NA,"","13","",,NA,"74.9","8.7","4063623"
"KEY LAKE","57.250","-105.600","SK","13.5","0",NA,"29.1","0","-1.2","0","",,NA,"97.9","0",NA,"","14","",,NA,"137.6","1.5","4063753"
"KEY LAKE","57.250","-105.617","SK","14.0","1","0.7","29.0","1","0.5","1","0.0","1",NA,"110.2","1",NA,"0.0","16","","",NA,"120.1","3.5","4063755"
"KEY LAKE","57.256","-105.618","SK","14.1","6",NA,"29.0","6","1.4","6","",,NA,"96.9","6",NA,"","13","",,NA,"96.9","2.7","4063757"
"LA RONGE RCS","55.146","-105.270","SK","15.5","1",NA,"28.2","1","4.3","0","",,NA,"69.5","1",NA,"","11","",,NA,"77.1","5.6","4064149"
"LA RONGE A","55.151","-105.267","SK","15.4","0",NA,"28.7","0","3.1","0","0.0","0",NA,"96.8","0",NA,"","15","",,NA,"84.4","5.4","4064155"
"LOON LAKE RCS","54.020","-109.138","SK","15.4","0",NA,"27.7","0","2.5","0","",,NA,"67.0","0",NA,"","8","",,NA,"83.8","4.9","4064620"
"MEADOW LAKE A","54.125","-108.050","SK","16.3","15",NA,"29.1","0","1.4","15","",,NA,"",,NA,"","","",,NA,"32.7","7.3","4065057"
"SOUTHEND","56.333","-103.283","SK","13.7","0",NA,"29.9","0","2.5","0","",,NA,"86.5","0",NA,"","12","",,NA,"131.8","3.6","4067655"
"SPIRITWOOD WEST","53.367","-107.550","SK","15.5","0",NA,"28.0","0","3.0","0","",,NA,"47.1","0",NA,"","9","",,NA,"81.0","6.1","4067723"
"STONY RAPIDS","59.250","-105.841","SK","13.0","8",NA,"27.6","8","1.4","8","",,NA,"72.8","9",NA,"","8","",,NA,"109.9","0.2","4067799"
"WASKESIU LAKE","53.917","-106.067","SK","16.2","0",NA,"28.1","0","5.3","0","",,NA,"64.7","0",NA,"","10","",,NA,"62.9","9.2","4068559"
"MEADOW LAKE","54.133","-108.517","SK","16.2","1",NA,"29.9","1","0.9","0","",,NA,"66.0","1",NA,"","9","",,NA,"59.9","7.8","406N0NM"
"URANIUM CITY (AUT)","59.567","-108.483","SK","14.8","2",NA,"29.9","2","1.4","0","",,NA,"41.3","2",NA,"","9","",,NA,"92.8","2.8","406QLD0"
"NIPAWIN","53.333","-104.008","SK","16.3","5",NA,"28.1","5","2.9","5","",,NA,"44.2","5",NA,"","7","",,NA,"49.9","8.6","4075525"
"NIPAWIN","53.333","-104.000","SK","16.0","1",NA,"27.6","1","2.3","0","",,NA,"48.1","1",NA,"","10","",,NA,"66.5","9.1","407N51G"
"HUDSON BAY(AUT)","52.817","-102.317","SK","15.9","1",NA,"28.1","1","0.9","0","",,NA,"87.6","1",NA,"","8","",,NA,"69.5","8.9","4083324"
"PELLY 2","51.733","-101.900","SK","17.3","0","1.7","29.5","0","5.5","0","0.0","0",NA,"47.8","0","54.0","0.0","7","","",NA,"40.6","19.1","4086001"
"BALDUR","49.276","-99.292","MB","16.6","5","0.4","29.5","4","5.0","4","0.0","4",NA,"156.0","4",NA,"0.0","10","","",NA,"45.6","11.0","5010140"
"BELMONT","49.300","-99.450","MB","",,NA,"",,"",,"0.0","2",NA,"172.2","2",NA,"0.0","11","","",NA,"","","5010191"
"BRANDON A","49.910","-99.952","MB","17.0","0",NA,"32.1","0","3.7","0","0.0","0",NA,"106.4","0",NA,"","8","",,NA,"48.9","18.3","5010481"
"BRANDON RCS","49.900","-99.950","MB","17.1","0",NA,"30.5","0","4.9","0","",,NA,"96.4","0",NA,"","7","",,NA,"47.7","19.2","5010490"
"CARBERRY CS","49.906","-99.357","MB","17.1","0",NA,"31.0","0","3.9","0","",,NA,"92.7","0",NA,"","8","",,NA,"46.4","20.5","5010547"
"CYPRESS RIVER RCS","49.562","-99.074","MB","17.2","0",NA,"29.7","0","3.9","0","",,NA,"109.8","0",NA,"","13","",,NA,"48.0","23.9","5010641"
"ELKHORN 2 EAST","49.927","-101.203","MB","17.5","3","1.6","31.0","3","6.0","3","0.0","3",NA,"92.6","3",NA,"0.0","11","","",NA,"28.8","16.3","5010QFQ"
"PORTAGE ROMANCE","49.983","-98.300","MB","",,NA,"",,"",,"0.0","0",NA,"138.0","0",NA,"","12","","",NA,"","","5012300"
"PORTAGE LA PRAIRIE CDA","49.950","-98.267","MB","",,NA,"",,"",,"0.0","21",NA,"32.1","21",NA,"","3","","",NA,"","","5012321"
"PORTAGE SOUTHPORT","49.903","-98.284","MB","17.4","0",NA,"29.7","0","4.0","0","",,NA,"87.6","0",NA,"","11","",,NA,"48.0","31.1","5012324"
"ROBLIN","51.183","-101.363","MB","16.6","1",NA,"28.8","1","5.2","0","",,NA,"91.8","1",NA,"","10","",,NA,"49.9","8.0","5012469"
"ST ALPHONSE","49.450","-99.017","MB","16.6","18","-0.4","30.0","18","4.0","18","0.0","18",NA,"45.0","18",NA,"","5","","",NA,"26.8","10.2","5012545"
"SHOAL LAKE CS","50.455","-100.604","MB","16.4","1",NA,"30.4","1","4.9","0","",,NA,"68.0","1",NA,"","11","",,NA,"54.1","8.8","5012654"
"VIRDEN WATER","49.842","-100.934","MB","17.3","15",NA,"28.0","15","5.0","15","",,NA,"2.6","29",NA,"","1","","",NA,"23.2","13.0","5012961"
"WASAGAMING","50.655","-99.942","MB","14.7","1","1.1","27.8","1","-0.5","0","",,NA,"60.2","1",NA,"","9","",,NA,"101.3","4.2","5013117"
"MELITA","49.281","-100.986","MB","17.8","0",NA,"32.0","0","6.1","0","",,NA,"72.4","0",NA,"","9","",,NA,"32.0","26.7","501A7AR"
"ROBLIN FRIESEN 3 NORTHWEST","51.267","-101.400","MB","",,NA,"",,"",,"0.0","0",NA,"108.8","0",NA,"0.0","13","","",NA,"","","501B4G2"
"RIVERS PETTAPIECE","50.108","-100.179","MB","",,NA,"",,"",,"0.0","1",NA,"89.8","1",NA,"0.0","10","","",NA,"","","501BMMA"
"ROSSBURN 4 NORTH","50.750","-100.817","MB","",,NA,"",,"",,"0.0","0",NA,"109.2","0","120.0","0.0","13","","",NA,"","","501KE01"
"DEERWOOD RCS","49.400","-98.319","MB","17.0","2",NA,"28.9","2","4.7","0","",,NA,"109.1","3",NA,"","12","",,NA,"48.9","21.4","5020725"
"EMERSON AUTO","49.000","-97.238","MB","17.6","0",NA,"29.6","0","5.4","0","",,NA,"122.7","0",NA,"","10","",,NA,"43.2","31.5","5020881"
"GRETNA (AUT)","49.031","-97.560","MB","17.9","1",NA,"30.4","1","5.8","0","",,NA,"119.0","1",NA,"","11","",,NA,"38.0","36.5","5021220"
"HOLLAND","49.606","-98.875","MB","",,NA,"",,"",,"0.0","7",NA,"123.8","7",NA,"0.0","10","","",NA,"","","5021302"
"KLEEFELD (MAFRI)","49.518","-96.901","MB","17.1","1",NA,"30.7","1","5.3","0","",,NA,"116.6","1",NA,"","9","",,NA,"49.3","23.8","5021500"
"MARQUETTE","50.013","-97.807","MB","17.8","0","0.7","29.5","0","6.0","0","0.0","0",NA,"94.8","0","97.0","0.0","9","","",NA,"40.5","34.6","5021695"
"MIAMI THIESSEN","49.450","-98.250","MB","17.4","17",NA,"29.5","17","6.0","17","0.0","17",NA,"44.0","17",NA,"","5","","",NA,"21.6","13.2","5021737"
"MORDEN CDA CS","49.188","-98.084","MB","17.8","1",NA,"30.0","1","5.9","0","",,NA,"127.5","1",NA,"","10","",,NA,"35.4","30.8","5021849"
"OAKBANK","49.933","-96.850","MB","",,NA,"",,"",,"0.0","17",NA,"36.2","17",NA,"","5","","",NA,"","","5022051"
"PILOT MOUND (AUT)","49.191","-98.905","MB","16.2","5",NA,"29.8","5","4.4","4","",,NA,"86.1","5",NA,"","8","",,NA,"56.1","10.1","5022125"
"ST CLAUDE","49.650","-98.367","MB","",,NA,"",,"",,"0.0","3",NA,"129.6","3",NA,"0.0","12","","",NA,"","","5022550"
"ST LABRE","49.353","-96.035","MB","",,NA,"",,"",,"0.0","0",NA,"120.8","0","121.0","0.0","16","","",NA,"","","5022575"
"SCHANZENFELD","49.133","-97.950","MB","",,NA,"",,"",,"0.0","17",NA,"50.4","17",NA,"","6","","",NA,"","","5022623"
"SPRAGUE","49.024","-95.598","MB","16.7","4",NA,"29.0","4","4.8","0","",,NA,"151.5","4",NA,"","11","",,NA,"51.9","18.0","5022759"
"STONY MOUNTAIN","50.117","-97.167","MB","17.0","15","-0.2","33.0","15","0.6","15","0.0","15",NA,"53.5","15",NA,"","7","","",NA,"29.7","14.5","5022791"
"WINNIPEG THE FORKS","49.888","-97.129","MB","18.5","1",NA,"31.3","1","7.6","0","",,NA,"93.8","2",NA,"","8","",,NA,"31.8","46.5","5023262"
"CARMAN U OF M CS","49.498","-98.030","MB","17.1","0",NA,"29.4","0","3.9","0","",,NA,"95.4","0",NA,"","9","",,NA,"48.4","21.9","502I001"
"WINNIPEG A CS","49.917","-97.249","MB","17.2","1",NA,"30.3","1","3.2","0","",,NA,"103.4","1",NA,"","11","",,NA,"49.2","26.0","502S001"
"ARBORG","50.933","-97.083","MB","15.3","17","-0.4","29.5","17","5.0","16","0.0","17",NA,"28.2","17",NA,"","3","","",NA,"40.8","6.3","5030080"
"BERENS RIVER CS","52.360","-97.022","MB","15.0","0","0.1","27.0","0","0.2","0","",,NA,"64.7","0","107.0","","5","",,NA,"105.2","16.0","5030203"
"GEORGE ISLAND (AUT)","52.819","-97.616","MB","14.8","1",NA,"26.0","1","5.6","0","",,NA,"",,NA,"","","",,NA,"101.6","8.9","5030984"
"FISHER BRANCH (AUT)","51.083","-97.555","MB","16.5","1",NA,"29.5","0","2.8","1","",,NA,"43.2","1",NA,"","6","",,NA,"62.6","18.4","50309J6"
"GIMLI HARBOUR CS","50.631","-96.982","MB","17.3","0",NA,"29.9","0","7.3","0","",,NA,"",,NA,"","","",,NA,"53.3","30.8","5031041"
"GIMLI CLIMATE","50.633","-97.050","MB","16.6","1",NA,"30.0","1","5.9","0","",,NA,"42.7","1",NA,"","6","",,NA,"59.7","20.1","5031042"
"GRAND RAPIDS HYDRO","53.158","-99.283","MB","16.4","5","1.5","33.0","5","1.0","5","0.0","5",NA,"47.6","5",NA,"0.0","8","","",NA,"60.6","21.8","5031111"
"GREAT FALLS CLIMATE","50.522","-95.977","MB","16.8","7",NA,"29.5","5","6.3","3","",,NA,"93.6","7",NA,"","7","",,NA,"43.4","15.2","5031201"
"HODGSON 3","51.211","-97.568","MB","16.5","6",NA,"29.0","6","3.0","6","0.0","6",NA,"44.0","6",NA,"0.0","8","","",NA,"51.9","16.9","5031310"
"INDIAN BAY","49.624","-95.197","MB","16.5","2","0.2","30.5","2","3.0","2","0.0","2",NA,"118.6","2",NA,"","10","","",NA,"59.9","17.7","5031320"
"GRAND RAPIDS (AUT)","53.186","-99.268","MB","15.4","1",NA,"29.4","1","-1.6","0","",,NA,"61.1","1",NA,"","7","",,NA,"94.1","17.9","5031A10"
"PINAWA CANWARN","50.148","-95.890","MB","",,NA,"",,"",,"0.0","3",NA,"83.6","3",NA,"0.0","10","","",NA,"","","5032161"
"RENNIE","49.850","-95.533","MB","15.1","15",NA,"30.0","11","3.0","10","0.0","11",NA,"59.8","11",NA,"0.0","7","","",NA,"46.8","2.8","5032360"
"VICTORIA BEACH (AUT)","50.700","-96.567","MB","18.1","0",NA,"28.6","0","9.8","0","",,NA,"",,NA,"","","",,NA,"35.0","37.3","5032951"
"PINAWA","50.177","-96.065","MB","16.2","1",NA,"29.3","1","5.0","0","",,NA,"113.5","1",NA,"","10","",,NA,"66.9","14.7","503B1ER"
"BEAVER","50.050","-98.700","MB","",,NA,"",,"",,"0.0","25",NA,"77.2","25",NA,"","5","","",NA,"","","5040166"
"DAUPHIN CS","51.100","-100.057","MB","17.0","0",NA,"28.5","0","2.5","0","",,NA,"50.9","0",NA,"","11","",,NA,"52.4","21.9","5040681"
"DAUPHIN","51.101","-100.053","MB","17.0","2",NA,"28.6","2","2.6","2","",,NA,"54.9","2",NA,"","11","",,NA,"49.2","19.9","5040689"
"GILBERT PLAINS","51.100","-100.467","MB","15.5","17","-0.1","30.0","17","2.0","16","0.0","17",NA,"20.6","17",NA,"","6","","",NA,"39.8","7.0","5040985"
"COWAN","52.033","-100.650","MB","15.1","18","0.2","25.0","18","0.0","18","0.0","18",NA,"40.5","18",NA,"","6","","",NA,"39.0","4.5","5040FJ3"
"MAFEKING","52.666","-101.098","MB","15.7","17","0.4","27.5","17","3.0","17","0.0","17",NA,"23.5","17",NA,"","7","","",NA,"35.8","6.3","5041685"
"MCCREARY","50.712","-99.530","MB","16.8","1","0.6","28.3","1","3.5","0","",,NA,"53.5","2",NA,"","10","",,NA,"55.5","21.0","5043158"
"OAKPOINT MARINE","50.499","-98.037","MB","17.4","1",NA,"27.1","1","4.8","0","",,NA,"27.2","1",NA,"","5","",,NA,"51.0","34.4","504K0NM"
"SWAN RIVER RCS","52.115","-101.233","MB","17.0","0",NA,"29.0","0","4.1","0","",,NA,"65.7","0",NA,"","7","",,NA,"47.0","17.8","504K80K"
"FLIN FLON","54.683","-101.683","MB","15.4","1",NA,"28.8","1","3.4","0","",,NA,"50.8","1",NA,"","12","",,NA,"88.0","13.1","5050919"
"FLIN FLON","54.767","-101.883","MB","15.6","3","-0.2","30.0","3","5.0","3","0.0","3",NA,"64.4","3",NA,"0.0","11","","",NA,"81.0","16.6","5050920"
"THE PAS A","53.971","-101.091","MB","16.3","0",NA,"28.8","0","3.3","0","0.0","0",NA,"94.5","0",NA,"","9","",,NA,"71.0","21.3","5052881"
"THE PAS CLIMATE","53.967","-101.100","MB","16.5","3",NA,"28.4","3","3.1","0","",,NA,"27.2","5",NA,"","5","",,NA,"59.5","19.1","5052890"
"CHURCHILL","58.739","-94.066","MB","8.2","3",NA,"25.6","3","-3.2","3","",,NA,"21.7","4",NA,"","7","",,NA,"263.7","0.0","5060595"
"CHURCHILL CLIMATE","58.733","-94.067","MB","8.4","1",NA,"26.1","1","-3.1","0","",,NA,"20.6","1",NA,"","6","",,NA,"279.8","1.1","5060608"
"CROSS LAKE JENPEG","54.533","-98.033","MB","16.7","20","2.0","28.0","20","7.0","20","0.0","20",NA,"41.6","20",NA,"0.0","3","","",NA,"21.7","8.4","5060623"
"GILLAM A","56.358","-94.711","MB","13.1","2",NA,"31.2","2","-1.6","1","0.0","8",NA,"11.3","8",NA,"","4","",,NA,"157.6","19.6","5061022"
"ISLAND LAKE A","53.857","-94.654","MB","15.5","0",NA,"29.6","0","3.5","0","0.0","1",NA,"124.2","3",NA,"","8","",,NA,"104.8","29.8","5061375"
"KELSEY DAM CS","56.038","-96.510","MB","13.7","0",NA,"30.5","0","0.1","0","",,NA,"33.7","0",NA,"","9","",,NA,"143.1","14.5","5061422"
"LYNN LAKE","56.864","-101.076","MB","13.7","6",NA,"29.1","6","2.9","6","",,NA,"36.4","7",NA,"","8","",,NA,"108.1","5.3","5061645"
"LYNN LAKE RCS","56.850","-101.067","MB","13.5","1",NA,"29.6","1","2.8","0","",,NA,"38.4","2",NA,"","7","",,NA,"136.3","5.2","5061649"
"NORWAY HOUSE","53.958","-97.844","MB","15.7","3",NA,"28.0","3","1.2","3","",,NA,"79.1","3",NA,"","7","",,NA,"82.1","19.9","5062040"
"TADOULE LAKE","58.706","-98.512","MB","12.8","7",NA,"28.8","7","0.5","6","",,NA,"56.5","7",NA,"","11","",,NA,"128.9","8.7","5062835"
"TADOULE LAKE CS","58.716","-98.502","MB","13.6","8",NA,"28.7","7","0.7","6","",,NA,"28.8","8",NA,"","7","",,NA,"105.0","7.6","5062840"
"THOMPSON A","55.805","-97.863","MB","13.3","1",NA,"30.5","1","-1.1","0","0.0","1",NA,"44.3","3",NA,"","10","",,NA,"147.9","10.2","5062921"
"ATTAWAPISKAT A","52.928","-82.432","ON","10.3","0",NA,"29.2","0","-1.3","0","",,NA,"63.5","0",NA,"","13","",,NA,"237.8","7.0","6010400"
